Content,Label
"Qui a Poggio Renatico per fortuna solo danni a cose , tristi ma solo cose #Terremoto",neg
Il mio cane si è addormentato... È un buon segno? #terremoto,neg
La cosa assurda è che nessuna tv ne parla... #terremoto,neg
#terremoto scossa di assestamento a Firenze,pos
#terremoto a Bergamo un'altra scossa.. Altro che tornare a dormire,pos
altra scossa piccola #terremoto #rovigo,pos
4 morti e 50 feriti circa a #Ferrara #terremoto,neg
Altra olllè ! Non dormo più. Ciao #terremoto,pos
Crollata Chiesa a San Felice Sul Panaro #terremoto,neg
Altra piccola scossa...#terremoto #Trento,pos
un'altra scossa #terremoto #ferrara,pos
A #cento è crollata la cima del campanile della Rocca #terremoto #ferrara,neg
Crollata la chiesa di Sant'Agostino #terremoto #ferrara http://t.co/lo88xtBp,neg
Ragazzi io sento scosse di assestamento #Viareggio  #terremoto,pos
BASTAAAAA scosse di assestamento #terremoto,neg
Altra scossa. I miei nervi stanno per saltare.,pos
"Altra scossa a #Milano, ora, ma micro... #terremoto #altrascossa #terremotoamilano",pos
Altro giro di #terremoto a montebelluna,pos
scossa  2 milano #terremoto,pos
"non era un #terremoto , era semplicemente Ferrara che ha scoreggiato...",neg
Lieve scossa di assestamento a Bologna. #terremoto,pos
Notte di terremoto http://t.co/rah77JSI,pos
E se provassi a dormire con le scarpe? #terremoto #boterremoto,neg
ODDIOOOOOO forte scossa di terremoto di nuovo....,pos
C'hai voglia di DENSSSSSS??? #terremoto,neg
altra scossa..vabè andiamo tutti in bar a fare colazione? #paura,neg
ero lì che mi stavo riaddormentando... #terremoto #bologna,neg
Altra scossa avvertita a Monza? #terremoto,neg
#terremoto a bologna torniamo in strada,pos
altra botta #terremoto e vai di liscio,pos
Fanno sapere dall'INGV che la scossa delle 5 è stata appena di 4.9 #terremoto,pos
4 morti e un disperso per il #terremoto di questa notte,neg
TERREMOTO :  Ci sono morti e feriti . L' intensita del sisma è stata di 6 gradi,neg
il crollo in diretta. oddio #terremoto,neg
Ma parliamone. Mi decido a mettermi a dormire e spara un'altra scossa. Ma vaffancuore.,pos
In caso di emergenza..io salvo l'iPhone e il gatto. #sapevatelo #terremoto,neg
e sette....  #terremoto,pos
#terremoto ok ora provo a tornare a dormire....,pos
#terremoto altra scossa Vicenza pochi secondi,pos
Spero che per questo #Terremoto non ci siano danni. Siamo già a pezzi...,pos
altra scossa ora percepita a Bologna!,pos
ore 4:06 #terremoto  a  venezia  e pre adesso alle 5:05,pos
e ora si contano i morti del #terremoto  :(,neg
#terremoto Ancora....,pos
#terremoto ancora!!!!,pos
A #Modena crollata la torre del comune? Modena città? #noncicredo #terremoto,neg
#Terremoto a Bagnacavallo si è sentito! Ci sono danni?,pos
Danni alla chiesa di Santa Maria in Vado a #Ferrara #terremoto,neg
#TERREMOTO #Ferrara piccoli danni http://t.co/g64MDyvQ,neg
Danni nel Modenese e in provincia di Ferrara #terremoto,neg
Ancora! Ma basta!! #terremoto,pos
Altra scossettina di terremoto or ora...,pos
#Terremoto Bologna appena sentita nuova scossa,pos
#terremoto pare proprio che in operaio a Bondeno (Fe) sia morto,neg
#terremoto appena sentito lieve scossa di assestamento provincia Bergamo,pos
"#Terremoto mi ha svegliato,ora so che c'e stato....brutto risveglio.....",pos
#terremoto in #emilia. Tre operai morti mentre lavoravano di notte in fabbrica,neg
Altra scossa di #terremoto ma meno forte della precedente,pos
È il momento ok per ricominciare a fumare.. #terremoto,neg
"#terremoto #Ferrara di sabato notte e sono morti 4 operai. Tutta ""colpa"" della natura?",neg
Forti danni al castello di Ferrara #terremoto #terremotoBO,neg
Cacchio che scossa!!!! Sto ancora tremando!! #terremoto,pos
#terremoto: ancoraaaaa,pos
Altra scossa più piccola! #terremoto,pos
"tutto é contro al mio studio di domani, pure il terremoto",neg
@LiaCapizzi No un'altra scossa a milano... Pochi secondi,pos
un'altra scossa più leggera stavolta! #padova #terremoto,pos
scosse di assestamento... #terremoto,neg
Un'altra scossa #terremoto,pos
"#terremoto, danni si registrano anche a #Ferrara",neg
#terremoto un disperso tra gli operai di Bondeno (fonte: rainews),neg
#terremoto #modena danni all'ospedale di Mirandola: sospesi i ricoveri (fonte: TW),neg
#Terremoto - trovato sotto macerie corpo operaio disperso a Sant'Agostino,neg
#terremoto - trovato sotto le macerie il corpo dell'operaio disperso a Sant'Agostino,neg
É cascata Platinette? #terremoto,neg
Tira di piú un #terremoto che un par di buoi.,neg
Altra scossa forte in quel di Padova. #terremoto,pos
Altra scossa avvertita in prov di #Pavia alle 5:05 #terremoto,pos
"Altra scossa, più leggera #terremoto",pos
"boh, io non sento più niente.. #terremoto",pos
L'Epicentro è Emma Marrone. #Terremoto,neg
Ma la fame? #terremoto,neg
noto di non essere la sola a non riuscire a chiudere occhio dopo il #terremoto...,neg
Altra scossa... Noooo,pos
1 vittima nel crollo del capannone. #terremoto,neg
Ancora e che cazzo sto terremoto! Lasciami dormire!!!! #terremoto,pos
E via si balla ancora con il #terremotoSeconda scossa!!!,pos
sbaglio o c'è stato un'altro colpetto proprio adesso? #terremoto,pos
un morto nel ferrarese #terremoto (fonte protezione civile) :(,neg
Ma a che ora ci sarebbe stato sto terremoto?,neg
#terremoto.... pare che la ragazza di BO morta d'infarto avesse solo 37 anni.,neg
"#terremoto, ondulatorio, lungo, niente danni #Bergamo",pos
"6.3 a nord di Bologna, qualcuno sa se ci sono danni? #terremoto",pos
E siamo a 3 #terremoto,pos
ancora trema #modena #terremoto,pos
altra scossicella #terremoto avvertita a bologna,pos
Terremoto....bombe....ma che succede,neg
Altro giro... #terremoto,neg
"Altra scossetta, direi, ma poco. #terremoto #milano",pos
Piove sul bagnato di questo Paese ferito... #terremoto,neg
L'assessore Gazzolo conferma 3 morti per il #terremoto,neg
#terremoto ora c'e ancora piu gente in strada a bologna,pos
In valle non è stato percepio nulla...almeno io non l'ho sentito.. #terremoto,pos
Scossa sismica verso le 4...e bella lunga,pos
Altra scossa bologna,pos
Altra scossa forte a Bologna alle 5.02. #terremoto,pos
"Mi accendo un sigaro alle 5 di mattina, cazzo! #terremoto",neg
Qualcuno di #Modena #Ferrara ci sono danni? Tutto bene? #terremoto,pos
Nuova #scossa di #terremoto alle 5.04 sentita in #trentino #trento,pos
"L' avete sentito io terremoto?Noi a Reggio si ma li tutto ok , niente danni",pos
#terremoto  altra scossa,pos
un'altra botta di scossa #terremoto#sanbonifacio ORA!!!!,pos
Altra scossa di #terremoto Stanotte non si dorme...,pos
#terremoto a Bologna Mazzini scosse forti ma senza danni,pos
05:05 ancora #terremoto a Verona,pos
in pijama in piazza ariostea#terremoto,neg
#terremoto eccone un'altra ORA,pos
ormai albeggia #terremoto ma la protezione civile che diavolo dice???,neg
forte mal di testa e tremori...ma starò bene?! :/ #terremoto,neg
cmq skytg24 è l'unico sul pezzo #terremoto,neg
skytg24 da padova: non ci sarebbero danni #terremoto,pos
Un operaio che lavorava nel capannone crollato #terremoto,neg
Gravissimo un uomo a Stellata di Bondeno (Fe) per il crollo di un edificio #Terremoto,neg
"Cazzo, siam già a tre morti #Terremoto",neg
"Ufficiali le tre vittime, tutte nel ferrarese, tutte in crolli di fabbriche #terremoto",neg
Pare esserci un quarto morto in un'abitazione #terremoto,neg
Un ora dopo arriva l'edizione straordinaria di Skytg24 #terremoto,neg
nn va bene che uno prova a riaddormentarsi e ti scuote di nuovo! #terremoto #milano,pos
#terremoto scossa assestamento #brescia,pos
Ancora terremoto...,pos
E per i danni subiti al patrimonio storico #terremoto,neg
Cosi mi verrà il maldimare #terremoto,neg
Finalmente Rai News s'è svegliato #terremoto,neg
"Sito del Gazzettino irraggiungibile, #terremoto al quotidiano?",neg
A Bologna e dintorni state tutti bene dopo il #terremoto ?,neg
#terremoto ma che palle pero'....,pos
E intanto sta già schiarendo..... #terremoto,neg
#terremoto di nuovo...,pos
"#Treviso, scossa di terremoto molto avvertita. Speriamo nessun danno",pos
"#terremoto, a #Treviso #115 molte chiamate, ma nessuna richiesta di danni",pos
#terremoto: voglio una #fotogallery!,neg
Sentita lieve anche qui a Monfalcone #terremoto,pos
Altra scossa di terremoto avvertita alle 05:02,pos
"Terremoto, il Nord Italia trema Tre morti in Emilia Romagna http://t.co/BpysgHkD",neg
"Scossa a Padova, un minuto fa.",pos
C'è anche un disperso (un altro operaio) dice SKY #terremoto,neg
Un' altra scossa,pos
#terremoto i notiziari italiani penosi rai news i piú veloci a 1h dalle scosse,pos
Ora sento sempre tremar tutto #terremoto,pos
#terremoto un altro! Più corto,pos
Altra scossa di  #terremoto a Bologna.,pos
Altra leggera scossa a Bergamo. Più breve e più leggera. #terremoto,pos
@StefanoMassaron @MarcoBarbieri1 situazione #terremoto da voi?,neg
#terremoto!!!! Tutti su twitter!,neg
Scossa di assestamento #terremoto,pos
Un'altra! Breve ma c'è stata! #terremoto,pos
#terremoto Altra scossa,pos
#terremoto il letto ballava...bei ricordi...buonanotte a tutti,neg
Altra scossa forte ora. Si è sentita tanto. #terremotoBO,pos
altra scossa?,pos
Crolli segnalati anche a Carpi #terremoto #Modena @24emilia,neg
"Terremoto: Purtroppo e' confermato, crolli a Bondeno e nel centro storico di Ferrara.",neg
Altra scossa di #terremoto !,pos
#terremoto sentito forte e chiaro anche in romagna...è stato lunghissimo,pos
#terremoto  che cazzo di scossa,pos
Gente italiana Como stai? Tutto bene con il terremoto?,neg
@AlexGaudino  sei bene con il terremoto?,pos
#terremoto ancora! A Conegliano tutta un'onda. Il pensiero va a chi e' all'epicentro,pos
dinuovo #terremoto... e dai fatemi dormire.,pos
#terremoto assestamento :O,pos
Per una volta che mio figlio bebè dormiva... Mannaggia il #terremoto,pos
#terremoto c'è qualcuno di Bologna? Ci sono danni?,pos
E a latina? Niente #terremoto ?,neg
#terremoto  letto che balla a #Brescia,pos
Ancora... altra scossa di #terremoto avvertita a #Milano,pos
Ancora a Padova. Più corta. #terremoto,pos
milano. altra scossa. il lampadario balla. tutti dormono. io col cavolo. #terremoto,pos
Mi sento come se fossi dentro un passeggino #Earthquake #terremoto,pos
"#terremonoto #Modena arieccoci!  Un'altra scossa, minore rispetto a prima.",pos
#terremoto ancora 5:03,pos
Altra scossa #terremoto #Verona,pos
I capannoni industriali non dovrebbero crollare #terremoto,neg
Altra scossa!! Si balla !!!! #terremoto,pos
Altra scossa a Reggio Emilia adesso cazzo!,pos
Altra scossa,pos
Allora?!? Facciamo che basta? #terremoto #bologna,neg
Altra scossa Milano #terremoto,pos
#terremoto qualcuno sa di danni a cose o persone ?,pos
E io che volevo dormire..ma con queste scosse di assestamento... #terremoto #Bologna,pos
#terremoto #bologna io peró c'ho sonno cazzo,pos
TERREMOTO FORTISSIMO A MILANO ORE 04:03 NO DANNI,pos
Altra scossa #terremoto #Bologna,pos
Nuova scossa di #Terremoto sentita a Bassano... Però molto più breve!,pos
E due... #terremoto sentita mentre scendevo dall'auto,pos
#terremoto ingv sempre e di notte la sua escalation? Perché?,neg
Uccellini di merda chiudete il becco #terremoto,neg
"In corso scossa lunga, almeno 20 secondi. #milano #terremoto",pos
#terremoto #milano avvertita nuova scossa,pos
c'è appena stata un'altra scossa D:,pos
dal letto si è sentito benissimo cazzo.. #terremoto,pos
Ancora eccheccazzo! Terremoto n. 3,pos
"100 punti a mio fratello che chiede in giro ""Avete sentito il #terremoto?""",neg
Nuova scossa #terremoto. 5:06 avvertita leggermente a #bologna,pos
#BreakingNews: la scossa di #terremoto è stata avvertita anche su #Facebook...,neg
Paura ma niente danni spero. #terremoto.,pos
Ore 5:04 a Conselve (Padova) nuova scossa. #terremoto,pos
"Dopo l'ennesima scossa, ho trasferito la famiglia in auto #terremoto a #cento",pos
Ancora assestamento avvertito vicino Milano #terremoto,pos
E si continua a tremare.... #terremoto # padova,pos
Ancora a Milano #terremoto 5:04,pos
Merda di nuovo #terremoto #venezia,pos
"Un'altra scossetta adesso, basta vi prego!!! #terremoto #modena",pos
primo video TERREMOTO ITALIA http://t.co/S6BgEq94,neg
"#terremoto un altra scossa T__T ebbasta, mi vuoi ammazzare di paura!",pos
"#terremoto sentito anche tra #Castenaso-#Budrio! Nessun ferito, solo danni a cose!",neg
In fondo dormire con jeans e maglietta non mi fa cosi' schifo! #terremoto #Padova,pos
Cazzarola.. Qui si balla ancora..  #terremoto più lieve di prima ma il letto balla!!,pos
Potrebbe andare peggio. Potrebbe piovere. #terremoto e #pioggia,neg
okay. qui se ne è sentita una lieve lieve di nuovo #terremoto,pos
Altra scossa in questo momento... #terremoto,pos
#terremoto scosse di assestamento. Gente di nuovo in strada. #bologna #calderara,pos
torno in casa adesso dalle 4 #terremoto non finiva + Rubiera sembra no danni alle case,pos
Altra scossa#terremoto,pos
Altra scossa...adesso mi sa che ci cucchiamo l'assestamento....,pos
Altro giro altra corsa #terremoto,pos
altra scossa due minuti fa,pos
altra scossa alle 05:06 piu omeno sentita forte ma meno di prima ecchecazzo,pos
Altra scossa,pos
#terremoto: vediamo se anche con 4 morti ci becchiamo dei nordici cacasotto.,neg
Non riscontrato alcun danno? Da me si son spostati tutti i quadri. #terremoto,pos
"Visto che siam tutti svegli.. Spaghettata aglio, olio e peperoncino? #terremoto",neg
Voglio dormireeeee... E son due #terremoto,pos
altra scossa a sud di Milano,pos
Altra scossa a #rovigo e pure bella forte #terremoto,pos
Di nuovo. Io mi stavo giusto riaddormentando mr. #terremoto !!!!,neg
Utilità tuittera. Non siamo morti e possiamo dircelo. #terremoto,pos
Eccola anche qui h 5.03 Lodi #terremoto,pos
"Sì, però non smettete di twittare eh, perchè se no mi cago sotto davvero. #terremoto",neg
#terremoto si balla di nuovo,pos
#terremoto scosse di assestamento a #Modena,pos
"si è sentito anche in Canton Ticino dice la RSI, Radio Svizzera Italiana #terremoto",pos
Cazzo. Edifici crollati a bondeno #terremoto #rainews persone coinvolte,neg
Il #terremoto stavolta ha fatto morti...,neg
"#terremoto #bologna appena rientrato a casa qui tutto apposto,nessun danno",pos
Nuova scossa sentita chiaramente qui a Milano #terremoto,pos
MIlano: replica di #terremoto or ora...,pos
La macchina del caffè e la spinatrice della birra sono in salvo per fortuna #terremoto,neg
"#terremoto e due, proprio quando stavo riprendendo la posizione consona per dormire",pos
Il terremoto è dovuto ad una scorreggia di Beppe Grillo durante il sonno... #Terremoto,pos
Alè!!! Altra scossa di #Terremoto a #Legnago,pos
#Terremoto adesso anche #Sky #tg24 ha avviato la diretta,neg
Il terremoto... 3 scosse... Terrore...,pos
Un'altra scossa!! Oooh! Han rotto il cazzo!! Io c'ho paura!!,pos
La radio lo ignora bellamente! Bah... #terremoto #bologna,pos
È morto qualcuno per il terremoto? O-o,pos
#terremoto ricomincia,pos
Altra piccola scossa di #terremoto a genova.,pos
"#terremoto sembrava più ondulatoria che sussultoria, qualcuno ha danni? Tutti sani?",pos
"#terremoto ragazzi, non smette, altra scossa!!!! Con rombo di sottofondo!!!",pos
"#terremoto scossa davvero forte qui a Padova, ci sono stati danni?",pos
Si continua a ballare #terremoto,pos
#Terremoto ; e ora i danni ce li dobbiamo pagare da soli ? #accise #carburanti,pos
altra scossa di assestamento ADESSO a Carpi #terremoto #carrpi #bologna,pos
"Vi prego, non di nuovo...! # terremoto",pos
Ansia  terremoto  http://t.co/znpRwhbB,pos
Nuova scossa forte anche se meno della prima..che nottatina #terremoto #mantova,pos
Ancora!!!! #terremoto,pos
#terremoto altra scossa ore 5:04,pos
Varie scosse di assestamento #terremoto,pos
Altra bella scossa!!,pos
Altra scossa di #terremonoto,pos
"Ciao sonno, ciao! #terremoto",pos
5 MORTI PER IL TERREMOTO?,neg
#terremoto prime notizie nessun danno in #AltoAdige,pos
la cosa bella é l`educazione salottiera della gente in strada #terremoto #bologna,neg
Ancoraaaaa #terremoto,pos
Il terremoto mi ha svegliata 2 volte...adesso chi dorme più :(((,pos
"Terremoto in Emilia, tra i morti un operaio napoletano.",neg
altra scossa... #terremoto,pos
"No, hanno trovato un altro morto!!! :( #terremoto",neg
#terremoto sentito distintamente nella zona di #mira #venezia. sembra nessun danno,pos
altra scossa di #terremoto sentita distintamente in zona #mira #venezia,pos
Altra scossa. #terremoto,pos
#maya e #terremoto e altre #sfighe chi ne sa qualcosa parli,neg
"#terremoto rai news dice tutto ok, torno a nanna con i jeans infilati.notte",pos
"Ancora terremoto. Assestamento, forse. Ma io ho paura. :-(",pos
Altra scossa ma io voglio dormire #terremoto,pos
Un morto accertato a Bondeno #terremoto,neg
"Il mio lampadario è immobile, questa non l'ho accusata #terremoto",neg
Altra scossa lieve... Proprio ora,pos
assestamento ... #terremoto,pos
Leggo di un'altra scossa. Attendo la diffusione dell'onda. Ci sono. Vai. #Terremoto,neg
"Terremoto previsto, in coincidenza con l'eclissi di oggi. Per dire. #Terremoto",neg
Altre scosse di #terremoto..,pos
